formula_pretty,symmetry.number,symmetry.crystal_system,symmetry.symbol,symmetry.point_group
Te6MoW3S2,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
MoW3(SeS3)2,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
MoW3(SeS3)2,156,Trigonal,P3m1,3m
Te4MoW3S4,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
MoW3S8,156,Trigonal,P3m1,3m
Te2Mo(WS2)3,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
LiRuN,62,Orthorhombic,Pnma,mmm
Te3MoWSe,156,Trigonal,P3m1,3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te4MoW,156,Trigonal,P3m1,3m
Zn2ReN3,36,Orthorhombic,Cmc2_1,mm2
Ca(ZnN)2,164,Trigonal,P-3m1,-3m
Te2MoWSe2,164,Trigonal,P-3m1,-3m
VZn2N3,36,Orthorhombic,Cmc2_1,mm2
Te4MoW3Se4,156,Trigonal,P3m1,3m
Mg2ZnN2,215,Cubic,P-43m,-43m
CaZrN2,166,Trigonal,R-3m,-3m
Zn2MoN3,36,Orthorhombic,Cmc2_1,mm2
TeMoWSeS2,156,Trigonal,P3m1,3m
SrZrN2,129,Tetragonal,P4/nmm,4/mmm
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
Mg2MnN3,36,Orthorhombic,Cmc2_1,mm2
CsVN2,227,Cubic,Fd-3m,m-3m
LiSn2N3,36,Orthorhombic,Cmc2_1,mm2
LiZr2N3,63,Orthorhombic,Cmcm,mmm
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
TeMoWS3,156,Trigonal,P3m1,3m
Na2HfN2,164,Trigonal,P-3m1,-3m
RbVN2,122,Tetragonal,I-42d,-42m
NaRuN,186,Hexagonal,P6_3mc,6mm
Na2ZrN2,164,Trigonal,P-3m1,-3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Te3MoWS,156,Trigonal,P3m1,3m
Te6MoW3S2,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Hf2SeN2,164,Trigonal,P-3m1,-3m
LiHf2N3,63,Orthorhombic,Cmcm,mmm
Zn2SbN3,36,Orthorhombic,Cmc2_1,mm2
KZnN,62,Orthorhombic,Pnma,mmm
Zr2SeN2,164,Trigonal,P-3m1,-3m
LiV2N3,63,Orthorhombic,Cmcm,mmm
KPtN,131,Tetragonal,P4_2/mmc,4/mmm
Y4Se3N2,12,Monoclinic,C2/m,2/m
MnZn2N3,36,Orthorhombic,Cmc2_1,mm2
NaZnN,186,Hexagonal,P6_3mc,6mm
CaHfN2,166,Trigonal,R-3m,-3m
MnCoN2,160,Trigonal,R3m,3m
Mg2VN3,36,Orthorhombic,Cmc2_1,mm2
BaTiN2,194,Hexagonal,P6_3/mmc,6/mmm
BaCN2,166,Trigonal,R-3m,-3m
Mg2SbN3,36,Orthorhombic,Cmc2_1,mm2
Te2MoWSeS,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
Li2SnN2,164,Trigonal,P-3m1,-3m
TaZn2N3,36,Orthorhombic,Cmc2_1,mm2
LiCrN2,122,Tetragonal,I-42d,-42m
SrHfN2,129,Tetragonal,P4/nmm,4/mmm
RbGe2N3,36,Orthorhombic,Cmc2_1,mm2
KGe2N3,36,Orthorhombic,Cmc2_1,mm2
NaCrN2,122,Tetragonal,I-42d,-42m
Mg2NbN3,36,Orthorhombic,Cmc2_1,mm2
KSi2N3,36,Orthorhombic,Cmc2_1,mm2
RbCoN,62,Orthorhombic,Pnma,mmm
Te2Mo(WSe2)3,156,Trigonal,P3m1,3m
NbZn2N3,36,Orthorhombic,Cmc2_1,mm2
Mg2TaN3,36,Orthorhombic,Cmc2_1,mm2
KCoN,62,Orthorhombic,Pnma,mmm
CaGeN2,129,Tetragonal,P4/nmm,4/mmm
Li5OsN4,59,Orthorhombic,Pmmn,mmm
Ba(CoN)2,140,Tetragonal,I4/mcm,4/mmm
Zn2CrN3,36,Orthorhombic,Cmc2_1,mm2
Te2MoWSeS,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWS3,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Te4Mo3WS4,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Ca3ReN4,159,Trigonal,P31c,3m
Te6MoW3S2,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te4Mo3WS4,156,Trigonal,P3m1,3m
TeMoWS3,156,Trigonal,P3m1,3m
Te3Mo2S,156,Trigonal,P3m1,3m
Te6Mo3WS2,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te2MoWS2,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te2MoWS2,156,Trigonal,P3m1,3m
Te2Mo,164,Trigonal,P-3m1,-3m
Te6Mo3WSe2,156,Trigonal,P3m1,3m
Te6Mo3WSe2,156,Trigonal,P3m1,3m
Te8Mo3W,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te6Mo3WS2,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te4MoW,156,Trigonal,P3m1,3m
Te6Mo3WS2,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te6Mo3WS2,156,Trigonal,P3m1,3m
TeMoWS3,156,Trigonal,P3m1,3m
Te3MoWS,156,Trigonal,P3m1,3m
Te4Mo3WS4,156,Trigonal,P3m1,3m
Te6Mo3WS2,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te2MoWS2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
TeMoSe,164,Trigonal,P-3m1,-3m
Te2MoWS2,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
Te2Mo3WSe6,156,Trigonal,P3m1,3m
Te2Mo3W(SeS2)2,156,Trigonal,P3m1,3m
Te3MoWS,156,Trigonal,P3m1,3m
Te3Mo2Se,156,Trigonal,P3m1,3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te6Mo3WSe2,156,Trigonal,P3m1,3m
Te4MoW3Se4,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
Te2Mo3WS6,156,Trigonal,P3m1,3m
Te2Mo2SeS,156,Trigonal,P3m1,3m
TeMoS,164,Trigonal,P-3m1,-3m
Te2Mo3W(SeS2)2,156,Trigonal,P3m1,3m
MoW3(Se3S)2,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
Te4Mo3WS4,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
MoW3Se8,156,Trigonal,P3m1,3m
Te2Mo(WSe2)3,156,Trigonal,P3m1,3m
Te2Mo3W(SeS2)2,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
MoWSe3S,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
MoWSe3S,156,Trigonal,P3m1,3m
MoW3(SeS3)2,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
MoWSe3S,156,Trigonal,P3m1,3m
Te2Mo3WSe6,156,Trigonal,P3m1,3m
MoW(SeS)2,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
MoWSe3S,156,Trigonal,P3m1,3m
MoW3(SeS)4,156,Trigonal,P3m1,3m
MoWSe4,156,Trigonal,P3m1,3m
MoW3(SeS)4,156,Trigonal,P3m1,3m
MoW3(Se3S)2,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
Te2Mo3W(Se2S)2,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te6Mo3WSe2,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
TeMoWSeS2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te2Mo3WSe6,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Te6Mo3WSe2,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
Li6RuN4,137,Tetragonal,P4_2/nmc,4/mmm
NaNbN2,61,Orthorhombic,Pbca,mmm
CsNbN2,61,Orthorhombic,Pbca,mmm
Te3MoWSe,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Na15W7N19,2,Triclinic,P-1,-1
TeMoSe,164,Trigonal,P-3m1,-3m
Te3Mo2Se,156,Trigonal,P3m1,3m
Te2Mo3WSe6,156,Trigonal,P3m1,3m
Te2Mo3W(SeS2)2,156,Trigonal,P3m1,3m
TeMoSe,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
Sr3(BN2)2,15,Monoclinic,C2/c,2/m
Li7BiN4,218,Cubic,P-43n,-43m
Mg2CrN3,36,Orthorhombic,Cmc2_1,mm2
Li7SbN4,218,Cubic,P-43n,-43m
NaCoN,12,Monoclinic,C2/m,2/m
Sr3ReN3,176,Hexagonal,P6_3/m,6/m
Ca2CoN2,139,Tetragonal,I4/mmm,4/mmm
MgZrN2,62,Orthorhombic,Pnma,mmm
Na6MoN4,137,Tetragonal,P4_2/nmc,4/mmm
Ca2CrN3,64,Orthorhombic,Cmce,mmm
Li3InN2,206,Cubic,Ia-3,m-3
Na3W2N5,80,Tetragonal,I4_1,4
Ba(CrN2)2,205,Cubic,Pa-3,m-3
Na3IrN2,14,Monoclinic,P2_1/c,2/m
CaTiN2,61,Orthorhombic,Pbca,mmm
Ba3GaN3,176,Hexagonal,P6_3/m,6/m
Na5OsN4,59,Orthorhombic,Pmmn,mmm
RbOsN2,57,Orthorhombic,Pbcm,mmm
Sr4ZrN4,2,Triclinic,P-1,-1
KSi5N7,33,Orthorhombic,Pna2_1,mm2
Li3YN2,206,Cubic,Ia-3,m-3
Na3OsN2,14,Monoclinic,P2_1/c,2/m
Sc2(CN2)3,167,Trigonal,R-3c,-3m
Ca3CoN3,176,Hexagonal,P6_3/m,6/m
Ba(TaN2)2,205,Cubic,Pa-3,m-3
Ba(ReN2)2,205,Cubic,Pa-3,m-3
LiTaN2,14,Monoclinic,P2_1/c,2/m
Mg2ReN3,15,Monoclinic,C2/c,2/m
CaSnN2,33,Orthorhombic,Pna2_1,mm2
Ba3OsN3,176,Hexagonal,P6_3/m,6/m
Na15Re7N19,2,Triclinic,P-1,-1
Y3Si6N11,100,Tetragonal,P4bm,4mm
Sr3WN3,176,Hexagonal,P6_3/m,6/m
Na6WN4,137,Tetragonal,P4_2/nmc,4/mmm
Ca3FeN3,176,Hexagonal,P6_3/m,6/m
Ca4ZrN4,2,Triclinic,P-1,-1
Sr3BN3,176,Hexagonal,P6_3/m,6/m
KCrN2,61,Orthorhombic,Pbca,mmm
In2(CN2)3,167,Trigonal,R-3c,-3m
BaGe7N10,7,Monoclinic,Pc,m
Sr3OsN3,176,Hexagonal,P6_3/m,6/m
Ca2MoN3,15,Monoclinic,C2/c,2/m
Cs2CN2,2,Triclinic,P-1,-1
MgTiN2,62,Orthorhombic,Pnma,mmm
Na15Cr7N19,2,Triclinic,P-1,-1
NaVN2,64,Orthorhombic,Cmce,mmm
CsC2N3,152,Trigonal,P3_121,32
Ca3MoN3,176,Hexagonal,P6_3/m,6/m
Li6IrN4,137,Tetragonal,P4_2/nmc,4/mmm
Ca4HfN4,2,Triclinic,P-1,-1
Sr3Al3N5,2,Triclinic,P-1,-1
Ca4VN4,2,Triclinic,P-1,-1
Li6FeN4,137,Tetragonal,P4_2/nmc,4/mmm
Sr3IrN3,176,Hexagonal,P6_3/m,6/m
BaGeN2,61,Orthorhombic,Pbca,mmm
Sr3RuN3,176,Hexagonal,P6_3/m,6/m
K3BN2,14,Monoclinic,P2_1/c,2/m
ZnSiN2,64,Orthorhombic,Cmce,mmm
BaCrN2,64,Orthorhombic,Cmce,mmm
Ca2TaN3,64,Orthorhombic,Cmce,mmm
BaMnN2,64,Orthorhombic,Cmce,mmm
Li2GeN2,14,Monoclinic,P2_1/c,2/m
ZnGeN2,14,Monoclinic,P2_1/c,2/m
Ca3W3N5,2,Triclinic,P-1,-1
Rb2CN2,12,Monoclinic,C2/m,2/m
MgSnN2,33,Orthorhombic,Pna2_1,mm2
Sr4TiN4,2,Triclinic,P-1,-1
CsMn2N3,15,Monoclinic,C2/c,2/m
Y4Te3N2,62,Orthorhombic,Pnma,mmm
KMoN2,61,Orthorhombic,Pbca,mmm
Li6OsN4,137,Tetragonal,P4_2/nmc,4/mmm
RbCrN2,57,Orthorhombic,Pbcm,mmm
Ca2NbN3,64,Orthorhombic,Cmce,mmm
HfMgN2,62,Orthorhombic,Pnma,mmm
Ba2CrN3,64,Orthorhombic,Cmce,mmm
Na3Mo2N5,80,Tetragonal,I4_1,4
K15Cr7N19,2,Triclinic,P-1,-1
Na2GeN2,61,Orthorhombic,Pbca,mmm
RbMoN2,61,Orthorhombic,Pbca,mmm
Rb3W2N5,80,Tetragonal,I4_1,4
Ca5(RuN3)2,15,Monoclinic,C2/c,2/m
Na15Mo7N19,2,Triclinic,P-1,-1
K15Re7N19,2,Triclinic,P-1,-1
Sr5(SiN3)2,15,Monoclinic,C2/c,2/m
K15Mo7N19,2,Triclinic,P-1,-1
Sr2ReN3,15,Monoclinic,C2/c,2/m
SrMnN2,14,Monoclinic,P2_1/c,2/m
Ca5(OsN3)2,15,Monoclinic,C2/c,2/m
LiNbN2,62,Orthorhombic,Pnma,mmm
Ca2SnN2,64,Orthorhombic,Cmce,mmm
Ba(VN2)2,205,Cubic,Pa-3,m-3
Y2(CN2)3,167,Trigonal,R-3c,-3m
Ca3Al3N5,2,Triclinic,P-1,-1
RbRuN2,61,Orthorhombic,Pbca,mmm
LiVN2,33,Orthorhombic,Pna2_1,mm2
TeMoWSeS2,156,Trigonal,P3m1,3m
K3W2N5,80,Tetragonal,I4_1,4
Te2MoWSeS,156,Trigonal,P3m1,3m
Ca3GaN3,176,Hexagonal,P6_3/m,6/m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te2MoWS2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Te2MoWS2,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te3MoWS,156,Trigonal,P3m1,3m
Ca2MnN3,64,Orthorhombic,Cmce,mmm
CsRuN2,141,Tetragonal,I4_1/amd,4/m
K15Os7N19,2,Triclinic,P-1,-1
Rb15W7N19,2,Triclinic,P-1,-1
Al2(CN2)3,167,Trigonal,R-3c,-3m
KRuN2,61,Orthorhombic,Pbca,mmm
Mg3WN4,159,Trigonal,P31c,m
Te4MoW3Se4,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te4MoW,164,Trigonal,P-3m1,-3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te8MoW3,156,Trigonal,P3m1,3m
MoWS4,164,Trigonal,P-3m1,-3m
Te4MoW3Se4,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
MoWSeS3,156,Trigonal,P3m1,3m
Te6MoW3S2,156,Trigonal,P3m1,3m
MoWSeS3,156,Trigonal,P3m1,3m
Te4MoW3S4,156,Trigonal,P3m1,3m
Te4Mo3W(SeS)2,156,Trigonal,P3m1,3m
Te8Mo3W,156,Trigonal,P3m1,3m
Te4Mo3WSe4,156,Trigonal,P3m1,3m
Te4MoW3Se4,156,Trigonal,P3m1,3m
Cr3N4,176,Hexagonal,P6_3/m,6/m
CrN2,194,Hexagonal,P6_3/mmc,6/mmm
CrN2,227,Cubic,Fd-3m,m-3m
CrN2,229,Cubic,Im-3m,m-3m
CrN2,74,Orthorhombic,Imma,mmm
Re2O7,19,Orthorhombic,P2_12_12_1,222
LiMn2O4,9,Monoclinic,Cc,m
HfZn16,63,Orthorhombic,Cmcm,mmm
Hf6Zn6N,227,Cubic,Fd-3m,m-3m
TiZnN2,33,Orthorhombic,Pna2_1,mm2
ZrZn16,63,Orthorhombic,Cmcm,mmm
MnHO2,19,Orthorhombic,P2_12_12_1,222
NaMnO2,6,Monoclinic,Pm,m
KMnO2,62,Orthorhombic,Pnma,mmm
MgMn3O6,8,Monoclinic,Cm,m
CaMn3O6,8,Monoclinic,Cm,m
MgMn4O8,14,Monoclinic,P2_1/c,2/m
NaMnO2,62,Orthorhombic,Pnma,mmm
KMn8O16,85,Tetragonal,P4/n,4/m
MgMnO2,62,Orthorhombic,Pnma,mmm
NaMn4O8,12,Monoclinic,C2/m,2/m
LiMn8O16,7,Monoclinic,Pc,m
KMn3O6,15,Monoclinic,C2/c,2/m
MgSiAs2,122,Tetragonal,I-42d,-42m
MgGeAs2,122,Tetragonal,I-42d,-42m
Sn3H6CNO7,14,Monoclinic,P2_1/c,2/m
Sn3H8C2NO7,4,Monoclinic,P2_1,2
Bi2H18C3(IN)9,63,Orthorhombic,Cmcm,mmm
LaMg3,221,Cubic,Pm-3m,m-3m
CsMg3,25,Orthorhombic,Pmm2,mm2
SrMg6Mo,123,Tetragonal,P4/mmm,4/mmm
CsMg6B,38,Orthorhombic,Amm2,mm2
SrMg6Nb,123,Tetragonal,P4/mmm,4/mmm
SrMg6W,123,Tetragonal,P4/mmm,4/mmm
SrMg6B,38,Orthorhombic,Amm2,mm2
SrMg6B,38,Orthorhombic,Amm2,mm2
CsMg6Sb,38,Orthorhombic,Amm2,mm2
CsHfMg6,38,Orthorhombic,Amm2,mm2
SrMg6C,38,Orthorhombic,Amm2,mm2
SrMg6Ga,38,Orthorhombic,Amm2,mm2
CsMg6Ga,38,Orthorhombic,Amm2,mm2
BaMg6W,123,Tetragonal,P4/mmm,4/mmm
CsMg6Ga,38,Orthorhombic,Amm2,mm2
BaMg6B,38,Orthorhombic,Amm2,mm2
Mg6NbC,38,Orthorhombic,Amm2,mm2
Mg6NbC,38,Orthorhombic,Amm2,mm2
BaMg6Mo,123,Tetragonal,P4/mmm,4/mmm
BaMg6B,38,Orthorhombic,Amm2,mm2
BaMg6Nb,123,Tetragonal,P4/mmm,4/mmm
BaHfMg6,123,Tetragonal,P4/mmm,4/mmm
BaMg6C,38,Orthorhombic,Amm2,mm2
HfZnO3,221,Cubic,Pm-3m,m-3m
MgSnO3,221,Cubic,Pm-3m,m-3m
BaSiO3,221,Cubic,Pm-3m,m-3m
BaGeO3,221,Cubic,Pm-3m,m-3m
HfMgO3,221,Cubic,Pm-3m,m-3m
MgIrO3,221,Cubic,Pm-3m,m-3m
MgGeO3,221,Cubic,Pm-3m,m-3m
CdIrO3,221,Cubic,Pm-3m,m-3m
MgRuO3,221,Cubic,Pm-3m,m-3m
MgTiO3,221,Cubic,Pm-3m,m-3m
HgIrO3,221,Cubic,Pm-3m,m-3m
CaRhO3,221,Cubic,Pm-3m,m-3m
CaRuO3,221,Cubic,Pm-3m,m-3m
ZnOsO3,221,Cubic,Pm-3m,m-3m
SnHgO3,221,Cubic,Pm-3m,m-3m
HgOsO3,221,Cubic,Pm-3m,m-3m
HfHgO3,221,Cubic,Pm-3m,m-3m
TiHgO3,221,Cubic,Pm-3m,m-3m
MgOsO3,221,Cubic,Pm-3m,m-3m
ZrCdO3,221,Cubic,Pm-3m,m-3m
TiCdO3,221,Cubic,Pm-3m,m-3m
SrIrO3,221,Cubic,Pm-3m,m-3m
CdRuO3,221,Cubic,Pm-3m,m-3m
BaRhO3,221,Cubic,Pm-3m,m-3m
HgRuO3,221,Cubic,Pm-3m,m-3m
BaMnO3,221,Cubic,Pm-3m,m-3m
CaVO3,221,Cubic,Pm-3m,m-3m
MnCdO3,221,Cubic,Pm-3m,m-3m
ZrHgO3,221,Cubic,Pm-3m,m-3m
CaIrO3,221,Cubic,Pm-3m,m-3m
CaHfO3,221,Cubic,Pm-3m,m-3m
SiHgO3,221,Cubic,Pm-3m,m-3m
CdRhO3,221,Cubic,Pm-3m,m-3m
ZnSiO3,221,Cubic,Pm-3m,m-3m
HgRhO3,221,Cubic,Pm-3m,m-3m
CdSiO3,221,Cubic,Pm-3m,m-3m
ZnRhO3,221,Cubic,Pm-3m,m-3m
CdSnO3,221,Cubic,Pm-3m,m-3m
CdOsO3,221,Cubic,Pm-3m,m-3m
ZrZnO3,221,Cubic,Pm-3m,m-3m
CaGeO3,221,Cubic,Pm-3m,m-3m
MgVO3,221,Cubic,Pm-3m,m-3m
CaOsO3,221,Cubic,Pm-3m,m-3m
ZnSnO3,221,Cubic,Pm-3m,m-3m
CdGeO3,221,Cubic,Pm-3m,m-3m
VCdO3,221,Cubic,Pm-3m,m-3m
ZnIrO3,221,Cubic,Pm-3m,m-3m
TiZnO3,221,Cubic,Pm-3m,m-3m
MgSiO3,221,Cubic,Pm-3m,m-3m
MgRhO3,221,Cubic,Pm-3m,m-3m
ZnGeO3,221,Cubic,Pm-3m,m-3m
VZnO3,221,Cubic,Pm-3m,m-3m
MnZnO3,221,Cubic,Pm-3m,m-3m
VHgO3,221,Cubic,Pm-3m,m-3m
SrGeO3,221,Cubic,Pm-3m,m-3m
MgZrO3,221,Cubic,Pm-3m,m-3m
CsMg6Mo,38,Orthorhombic,Amm2,mm2
CsMg6Nb,123,Tetragonal,P4/mmm,4/mmm
HfMg6C,38,Orthorhombic,Amm2,mm2
RbMg6Nb,123,Tetragonal,P4/mmm,4/mmm
RbMg6W,123,Tetragonal,P4/mmm,4/mmm
RbMg6Nb,38,Orthorhombic,Amm2,mm2
Mg6CdC,38,Orthorhombic,Amm2,mm2
RbMg6Mo,123,Tetragonal,P4/mmm,4/mmm
Mg6BiB,38,Orthorhombic,Amm2,mm2
Mg6GaB,38,Orthorhombic,Amm2,mm2
Mg6GaC,38,Orthorhombic,Amm2,mm2
NaMg6Nb,38,Orthorhombic,Amm2,mm2
Mg6SiB,38,Orthorhombic,Amm2,mm2
RbMg6B,38,Orthorhombic,Amm2,mm2
CsMg6Si,38,Orthorhombic,Amm2,mm2
Mg6SiB,38,Orthorhombic,Amm2,mm2
SrSiO3,221,Cubic,Pm-3m,m-3m
SrRhO3,221,Cubic,Pm-3m,m-3m
HfCdO3,221,Cubic,Pm-3m,m-3m
HgGeO3,221,Cubic,Pm-3m,m-3m
LaMg6C,38,Orthorhombic,Amm2,mm2
BaVO3,221,Cubic,Pm-3m,m-3m
SrMnO3,221,Cubic,Pm-3m,mmm
WS2,164,Trigonal,P-3m1,-3m
Te2W2SeS,156,Trigonal,P3m1,3m
Te3W2Se,156,Trigonal,P3m1,3m
TeWSe,156,Trigonal,P3m1,3m
TeWSe,164,Trigonal,P-3m1,-3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
MoW3(Se3S)2,156,Trigonal,P3m1,3m
TeW2SeS2,156,Trigonal,P3m1,3m
Te2MoWSeS,156,Trigonal,P3m1,3m
MoW3(SeS)4,156,Trigonal,P3m1,3m
Te2MoWS2,164,Trigonal,P-3m1,-3m
W2SeS3,156,Trigonal,P3m1,3m
WSeS,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
TeW2S3,156,Trigonal,P3m1,3m
Te2Mo3WSe6,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
TeW2S3,156,Trigonal,P3m1,3m
MoWSe4,164,Trigonal,P-3m1,-3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te4MoW3S4,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
TeWS,156,Trigonal,P3m1,3m
TeMoWSe2S,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
Te2MoW3(SeS2)2,156,Trigonal,P3m1,3m
Te2MoWSe2,156,Trigonal,P3m1,3m
MoWSe3S,156,Trigonal,P3m1,3m
TeW2SeS2,156,Trigonal,P3m1,3m
TeMoWSe3,156,Trigonal,P3m1,3m
W2SeS3,156,Trigonal,P3m1,3m
Te2MoW3(Se2S)2,156,Trigonal,P3m1,3m
Te8MoW3,156,Trigonal,P3m1,3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te2W,164,Trigonal,P-3m1,-3m
TeWSe,164,Trigonal,P-3m1,-3m
Te2W2SeS,156,Trigonal,P3m1,3m
Te3MoWSe,156,Trigonal,P3m1,3m
Te4MoW,164,Trigonal,P-3m1,-3m
Te6MoW3Se2,156,Trigonal,P3m1,3m
Te2MoWSe2,164,Trigonal,P-3m1,-3m
Te3W2Se,156,Trigonal,P3m1,3m
TeWS,164,Trigonal,P-3m1,-3m
Te4MoW3Se4,156,Trigonal,P3m1,3m
Te4MoW3(SeS)2,156,Trigonal,P3m1,3m
